patch,league,side,result,total_games,win_rate
12.01,CBLOL,Blue,6,10.0,0.6
12.01,CBLOL,Red,4,10.0,0.4
12.01,CBLOLA,Blue,6,10.0,0.6
12.01,CBLOLA,Red,4,10.0,0.4
12.01,DDH,Blue,10,24.0,0.4166666666666667
12.01,DDH,Red,14,24.0,0.5833333333333334
12.01,EBL,Blue,6,12.0,0.5
12.01,EBL,Red,6,12.0,0.5
12.01,EL,Blue,4,8.0,0.5
12.01,EL,Red,4,8.0,0.5
12.01,ESLOL,Blue,11,16.0,0.6875
12.01,ESLOL,Red,5,16.0,0.3125
12.01,GL,Blue,6,8.0,0.75
12.01,GL,Red,2,8.0,0.25
12.01,GLL,Blue,7,16.0,0.4375
12.01,GLL,Red,9,16.0,0.5625
12.01,HM,Blue,8,16.0,0.5
12.01,HM,Red,8,16.0,0.5
12.01,LCK,Blue,21,47.0,0.44680851063829785
12.01,LCK,Red,26,47.0,0.5531914893617021
12.01,LCKC,Blue,17,40.0,0.425
12.01,LCKC,Red,23,40.0,0.575
12.01,LCO,Blue,5,8.0,0.625
12.01,LCO,Red,3,8.0,0.375
12.01,LCS,Blue,16,29.0,0.5517241379310345
12.01,LCS,Red,13,29.0,0.4482758620689655
12.01,LCSA,Blue,7,20.0,0.35
12.01,LCSA,Red,13,20.0,0.65
12.01,LEC,Blue,13,25.0,0.52
12.01,LEC,Red,12,25.0,0.48
12.01,LFL,Blue,14,30.0,0.4666666666666667
12.01,LFL,Red,16,30.0,0.5333333333333333
12.01,LFL2,Blue,10,20.0,0.5
12.01,LFL2,Red,10,20.0,0.5
12.01,LHE,Blue,5,10.0,0.5
12.01,LHE,Red,5,10.0,0.5
12.01,LMF,Blue,10,17.0,0.5882352941176471
12.01,LMF,Red,7,17.0,0.4117647058823529
12.01,LPLOL,Blue,6,16.0,0.375
12.01,LPLOL,Red,10,16.0,0.625
12.01,LVP SL,Blue,16,30.0,0.5333333333333333
12.01,LVP SL,Red,14,30.0,0.4666666666666667
12.01,NLC,Blue,14,30.0,0.4666666666666667
12.01,NLC,Red,16,30.0,0.5333333333333333
12.01,PGC,Blue,70,143.0,0.48951048951048953
12.01,PGC,Red,73,143.0,0.5104895104895105
12.01,PGN,Blue,7,16.0,0.4375
12.01,PGN,Red,9,16.0,0.5625
12.01,PRM,Blue,18,40.0,0.45
12.01,PRM,Red,22,40.0,0.55
12.01,SL (LATAM),Blue,6,8.0,0.75
12.01,SL (LATAM),Red,2,8.0,0.25
12.01,TAL,Blue,8,10.0,0.8
12.01,TAL,Red,2,10.0,0.2
12.01,TCL,Blue,3,10.0,0.3
12.01,TCL,Red,7,10.0,0.7
12.01,UL,Blue,13,20.0,0.65
12.01,UL,Red,7,20.0,0.35
12.01,VL,Blue,3,8.0,0.375
12.01,VL,Red,5,8.0,0.625
12.02,CBLOL,Blue,13,20.0,0.65
12.02,CBLOL,Red,7,20.0,0.35
12.02,CBLOLA,Blue,13,20.0,0.65
12.02,CBLOLA,Red,7,20.0,0.35
12.02,DDH,Blue,11,24.0,0.4583333333333333
12.02,DDH,Red,13,24.0,0.5416666666666666
12.02,EBL,Blue,12,20.0,0.6
12.02,EBL,Red,8,20.0,0.4
12.02,EL,Blue,8,16.0,0.5
12.02,EL,Red,8,16.0,0.5
12.02,ESLOL,Blue,7,16.0,0.4375
12.02,ESLOL,Red,9,16.0,0.5625
12.02,GL,Blue,10,19.0,0.5263157894736842
12.02,GL,Red,9,19.0,0.47368421052631576
12.02,GLL,Blue,8,16.0,0.5
12.02,GLL,Red,8,16.0,0.5
12.02,HC,Blue,11,16.0,0.6875
12.02,HC,Red,5,16.0,0.3125
12.02,HM,Blue,8,16.0,0.5
12.02,HM,Red,8,16.0,0.5
12.02,LCK,Blue,28,49.0,0.5714285714285714
12.02,LCK,Red,21,49.0,0.42857142857142855
12.02,LCKC,Blue,20,39.0,0.5128205128205128
12.02,LCKC,Red,19,39.0,0.48717948717948717
12.02,LCO,Blue,9,16.0,0.5625
12.02,LCO,Red,7,16.0,0.4375
12.02,LCS,Blue,8,20.0,0.4
12.02,LCS,Red,12,20.0,0.6
12.02,LCSA,Blue,21,40.0,0.525
12.02,LCSA,Red,19,40.0,0.475
12.02,LEC,Blue,12,20.0,0.6
12.02,LEC,Red,8,20.0,0.4
12.02,LFL,Blue,13,20.0,0.65
12.02,LFL,Red,7,20.0,0.35
12.02,LFL2,Blue,9,20.0,0.45
12.02,LFL2,Red,11,20.0,0.55
12.02,LHE,Blue,9,18.0,0.5
12.02,LHE,Red,9,18.0,0.5
12.02,LJL,Blue,1,8.0,0.125
12.02,LJL,Red,7,8.0,0.875
12.02,LLA,Blue,6,16.0,0.375
12.02,LLA,Red,10,16.0,0.625
12.02,LMF,Blue,15,37.0,0.40540540540540543
12.02,LMF,Red,22,37.0,0.5945945945945946
12.02,LPLOL,Blue,5,16.0,0.3125
12.02,LPLOL,Red,11,16.0,0.6875
12.02,LVP SL,Blue,11,20.0,0.55
12.02,LVP SL,Red,9,20.0,0.45
12.02,NLC,Blue,8,20.0,0.4
12.02,NLC,Red,12,20.0,0.6
12.02,PGN,Blue,7,16.0,0.4375
12.02,PGN,Red,9,16.0,0.5625
12.02,PRM,Blue,10,25.0,0.4
12.02,PRM,Red,15,25.0,0.6
12.02,SL (LATAM),Blue,12,19.0,0.631578947368421
12.02,SL (LATAM),Red,7,19.0,0.3684210526315789
12.02,TAL,Blue,11,20.0,0.55
12.02,TAL,Red,9,20.0,0.45
12.02,TCL,Blue,6,20.0,0.3
12.02,TCL,Red,14,20.0,0.7
12.02,UL,Blue,16,30.0,0.5333333333333333
12.02,UL,Red,14,30.0,0.4666666666666667
12.02,VCS,Blue,16,27.0,0.5925925925925926
12.02,VCS,Red,11,27.0,0.4074074074074074
12.02,VL,Blue,9,20.0,0.45
12.02,VL,Red,11,20.0,0.55
12.03,CBLOL,Blue,9,20.0,0.45
12.03,CBLOL,Red,11,20.0,0.55
12.03,CBLOLA,Blue,11,20.0,0.55
12.03,CBLOLA,Red,9,20.0,0.45
12.03,DDH,Blue,10,17.0,0.5882352941176471
12.03,DDH,Red,7,17.0,0.4117647058823529
12.03,EBL,Blue,3,16.0,0.1875
12.03,EBL,Red,13,16.0,0.8125
12.03,EL,Blue,12,16.0,0.75
12.03,EL,Red,4,16.0,0.25
12.03,ESLOL,Blue,8,16.0,0.5
12.03,ESLOL,Red,8,16.0,0.5
12.03,GL,Blue,6,15.0,0.4
12.03,GL,Red,9,15.0,0.6
12.03,GLL,Blue,9,16.0,0.5625
12.03,GLL,Red,7,16.0,0.4375
12.03,HC,Blue,9,16.0,0.5625
12.03,HC,Red,7,16.0,0.4375
12.03,HM,Blue,8,16.0,0.5
12.03,HM,Red,8,16.0,0.5
12.03,LCK,Blue,22,47.0,0.46808510638297873
12.03,LCK,Red,25,47.0,0.5319148936170213
12.03,LCKC,Blue,22,38.0,0.5789473684210527
12.03,LCKC,Red,16,38.0,0.42105263157894735
12.03,LCL,Blue,9,16.0,0.5625
12.03,LCL,Red,7,16.0,0.4375
12.03,LCO,Blue,11,24.0,0.4583333333333333
12.03,LCO,Red,13,24.0,0.5416666666666666
12.03,LCS,Blue,6,19.0,0.3157894736842105
12.03,LCS,Red,13,19.0,0.6842105263157895
12.03,LCSA,Blue,24,50.0,0.48
12.03,LCSA,Red,26,50.0,0.52
12.03,LEC,Blue,7,14.0,0.5
12.03,LEC,Red,7,14.0,0.5
12.03,LFL,Blue,12,20.0,0.6
12.03,LFL,Red,8,20.0,0.4
12.03,LFL2,Blue,8,20.0,0.4
12.03,LFL2,Red,12,20.0,0.6
12.03,LHE,Blue,13,21.0,0.6190476190476191
12.03,LHE,Red,8,21.0,0.38095238095238093
12.03,LJL,Blue,14,24.0,0.5833333333333334
12.03,LJL,Red,10,24.0,0.4166666666666667
12.03,LLA,Blue,8,16.0,0.5
12.03,LLA,Red,8,16.0,0.5
12.03,LMF,Blue,12,35.0,0.34285714285714286
12.03,LMF,Red,23,35.0,0.6571428571428571
12.03,LPLOL,Blue,7,15.0,0.4666666666666667
12.03,LPLOL,Red,8,15.0,0.5333333333333333
12.03,LVP SL,Blue,9,20.0,0.45
12.03,LVP SL,Red,11,20.0,0.55
12.03,NLC,Blue,6,20.0,0.3
12.03,NLC,Red,14,20.0,0.7
12.03,PCS,Blue,33,43.0,0.7674418604651163
12.03,PCS,Red,10,43.0,0.23255813953488372
12.03,PGC,Blue,40,75.0,0.5333333333333333
12.03,PGC,Red,35,75.0,0.4666666666666667
12.03,PGN,Blue,7,16.0,0.4375
12.03,PGN,Red,9,16.0,0.5625
12.03,PRM,Blue,12,25.0,0.48
12.03,PRM,Red,13,25.0,0.52
12.03,SL (LATAM),Blue,11,14.0,0.7857142857142857
12.03,SL (LATAM),Red,3,14.0,0.21428571428571427
12.03,TAL,Blue,7,20.0,0.35
12.03,TAL,Red,13,20.0,0.65
12.03,TCL,Blue,14,20.0,0.7
12.03,TCL,Red,6,20.0,0.3
12.03,UL,Blue,11,20.0,0.55
12.03,UL,Red,9,20.0,0.45
12.03,UPL,Blue,13,25.0,0.52
12.03,UPL,Red,12,25.0,0.48
12.03,VCS,Blue,12,30.0,0.4
12.03,VCS,Red,18,30.0,0.6
12.03,VL,Blue,6,15.0,0.4
12.03,VL,Red,9,15.0,0.6
12.04,CBLOL,Blue,13,20.0,0.65
12.04,CBLOL,Red,7,20.0,0.35
12.04,CBLOLA,Blue,12,20.0,0.6
12.04,CBLOLA,Red,8,20.0,0.4
12.04,DDH,Blue,19,26.0,0.7307692307692307
12.04,DDH,Red,7,26.0,0.2692307692307692
12.04,EBL,Blue,9,19.0,0.47368421052631576
12.04,EBL,Red,10,19.0,0.5263157894736842
12.04,EL,Blue,7,16.0,0.4375
12.04,EL,Red,9,16.0,0.5625
12.04,ESLOL,Blue,10,26.0,0.38461538461538464
12.04,ESLOL,Red,15,26.0,0.5769230769230769
12.04,GL,Blue,8,14.0,0.5714285714285714
12.04,GL,Red,6,14.0,0.42857142857142855
12.04,GLL,Blue,12,22.0,0.5454545454545454
12.04,GLL,Red,10,22.0,0.45454545454545453
12.04,HC,Blue,16,25.0,0.64
12.04,HC,Red,9,25.0,0.36
12.04,HM,Blue,12,24.0,0.5
12.04,HM,Red,12,24.0,0.5
12.04,LCK,Blue,21,46.0,0.45652173913043476
12.04,LCK,Red,25,46.0,0.5434782608695652
12.04,LCKC,Blue,21,35.0,0.6
12.04,LCKC,Red,14,35.0,0.4
12.04,LCO,Blue,9,20.0,0.45
12.04,LCO,Red,11,20.0,0.55
12.04,LCS,Blue,14,25.0,0.56
12.04,LCS,Red,11,25.0,0.44
12.04,LCSA,Blue,23,40.0,0.575
12.04,LCSA,Red,17,40.0,0.425
12.04,LEC,Blue,10,18.0,0.5555555555555556
12.04,LEC,Red,8,18.0,0.4444444444444444
12.04,LFL,Blue,13,20.0,0.65
12.04,LFL,Red,7,20.0,0.35
12.04,LFL2,Blue,13,20.0,0.65
12.04,LFL2,Red,7,20.0,0.35
12.04,LHE,Blue,9,20.0,0.45
12.04,LHE,Red,11,20.0,0.55
12.04,LJL,Blue,15,28.0,0.5357142857142857
12.04,LJL,Red,13,28.0,0.4642857142857143
12.04,LLA,Blue,8,16.0,0.5
12.04,LLA,Red,8,16.0,0.5
12.04,LMF,Blue,22,32.0,0.6875
12.04,LMF,Red,10,32.0,0.3125
12.04,LPLOL,Blue,8,25.0,0.32
12.04,LPLOL,Red,17,25.0,0.68
12.04,LVP SL,Blue,11,20.0,0.55
12.04,LVP SL,Red,9,20.0,0.45
12.04,NLC,Blue,11,20.0,0.55
12.04,NLC,Red,9,20.0,0.45
12.04,PCS,Blue,19,32.0,0.59375
12.04,PCS,Red,13,32.0,0.40625
12.04,PGC,Blue,39,69.0,0.5652173913043478
12.04,PGC,Red,30,69.0,0.43478260869565216
12.04,PGN,Blue,12,21.0,0.5714285714285714
12.04,PGN,Red,9,21.0,0.42857142857142855
12.04,PRM,Blue,8,17.0,0.47058823529411764
12.04,PRM,Red,9,17.0,0.5294117647058824
12.04,SL (LATAM),Blue,6,10.0,0.6
12.04,SL (LATAM),Red,4,10.0,0.4
12.04,TAL,Blue,4,20.0,0.2
12.04,TAL,Red,16,20.0,0.8
12.04,TCL,Blue,11,20.0,0.55
12.04,TCL,Red,9,20.0,0.45
12.04,UL,Blue,13,20.0,0.65
12.04,UL,Red,7,20.0,0.35
12.04,UPL,Blue,31,47.0,0.6595744680851063
12.04,UPL,Red,16,47.0,0.3404255319148936
12.04,VCS,Blue,15,32.0,0.46875
12.04,VCS,Red,17,32.0,0.53125
12.04,VL,Blue,5,12.0,0.4166666666666667
12.04,VL,Red,7,12.0,0.5833333333333334
12.05,CBLOL,Blue,26,52.0,0.5
12.05,CBLOL,Red,26,52.0,0.5
12.05,CBLOLA,Blue,16,41.0,0.3902439024390244
12.05,CBLOLA,Red,25,41.0,0.6097560975609756
12.05,DDH,Blue,5,11.0,0.45454545454545453
12.05,DDH,Red,6,11.0,0.5454545454545454
12.05,EBL,Blue,1,3.0,0.3333333333333333
12.05,EBL,Red,2,3.0,0.6666666666666666
12.05,EL,Blue,7,11.0,0.6363636363636364
12.05,EL,Red,4,11.0,0.36363636363636365
12.05,EUM,Blue,28,58.0,0.4827586206896552
12.05,EUM,Red,30,58.0,0.5172413793103449
12.05,GL,Blue,15,26.0,0.5769230769230769
12.05,GL,Red,11,26.0,0.4230769230769231
12.05,HC,Blue,10,15.0,0.6666666666666666
12.05,HC,Red,5,15.0,0.3333333333333333
12.05,LCK,Blue,24,43.0,0.5581395348837209
12.05,LCK,Red,19,43.0,0.4418604651162791
12.05,LCKC,Blue,18,38.0,0.47368421052631576
12.05,LCKC,Red,20,38.0,0.5263157894736842
12.05,LCO,Blue,11,38.0,0.2894736842105263
12.05,LCO,Red,27,38.0,0.7105263157894737
12.05,LCS,Blue,13,36.0,0.3611111111111111
12.05,LCS,Red,23,36.0,0.6388888888888888
12.05,LCSA,Blue,58,120.0,0.48333333333333334
12.05,LCSA,Red,62,120.0,0.5166666666666667
12.05,LEC,Blue,1,1.0,1.0
12.05,LEC,Red,0,1.0,0.0
12.05,LFL,Blue,10,24.0,0.4166666666666667
12.05,LFL,Red,14,24.0,0.5833333333333334
12.05,LFL2,Blue,13,33.0,0.3939393939393939
12.05,LFL2,Red,20,33.0,0.6060606060606061
12.05,LHE,Blue,28,53.0,0.5283018867924528
12.05,LHE,Red,25,53.0,0.4716981132075472
12.05,LJL,Blue,22,48.0,0.4583333333333333
12.05,LJL,Red,26,48.0,0.5416666666666666
12.05,LLA,Blue,14,42.0,0.3333333333333333
12.05,LLA,Red,28,42.0,0.6666666666666666
12.05,LMF,Blue,22,37.0,0.5945945945945946
12.05,LMF,Red,15,37.0,0.40540540540540543
12.05,LVP SL,Blue,12,21.0,0.5714285714285714
12.05,LVP SL,Red,9,21.0,0.42857142857142855
12.05,NEXO,Blue,12,19.0,0.631578947368421
12.05,NEXO,Red,7,19.0,0.3684210526315789
12.05,NLC,Blue,9,20.0,0.45
12.05,NLC,Red,11,20.0,0.55
12.05,PCS,Blue,28,61.0,0.45901639344262296
12.05,PCS,Red,33,61.0,0.5409836065573771
12.05,PRM,Blue,1,3.0,0.3333333333333333
12.05,PRM,Red,2,3.0,0.6666666666666666
12.05,SL (LATAM),Blue,7,21.0,0.3333333333333333
12.05,SL (LATAM),Red,14,21.0,0.6666666666666666
12.05,TAL,Blue,16,35.0,0.45714285714285713
12.05,TAL,Red,19,35.0,0.5428571428571428
12.05,TCL,Blue,20,41.0,0.4878048780487805
12.05,TCL,Red,21,41.0,0.5121951219512195
12.05,UL,Blue,12,22.0,0.5454545454545454
12.05,UL,Red,10,22.0,0.45454545454545453
12.05,UPL,Blue,36,69.0,0.5217391304347826
12.05,UPL,Red,33,69.0,0.4782608695652174
12.05,VCS,Blue,21,41.0,0.5121951219512195
12.05,VCS,Red,20,41.0,0.4878048780487805
12.05,VL,Blue,3,16.0,0.1875
12.05,VL,Red,13,16.0,0.8125
12.06,EUM,Blue,39,74.0,0.527027027027027
12.06,EUM,Red,35,74.0,0.47297297297297297
12.06,LCS,Blue,15,29.0,0.5172413793103449
12.06,LCS,Red,14,29.0,0.4827586206896552
12.06,NEXO,Blue,9,15.0,0.6
12.06,NEXO,Red,6,15.0,0.4
12.06,SL (LATAM),Blue,4,9.0,0.4444444444444444
12.06,SL (LATAM),Red,5,9.0,0.5555555555555556
12.06,UPL,Blue,28,43.0,0.6511627906976745
12.06,UPL,Red,15,43.0,0.3488372093023256
12.06,VCS,Blue,8,12.0,0.6666666666666666
12.06,VCS,Red,4,12.0,0.3333333333333333
12.06,VL,Blue,3,5.0,0.6
12.06,VL,Red,2,5.0,0.4
12.07,LAS,Blue,26,48.0,0.5416666666666666
12.07,LAS,Red,22,48.0,0.4583333333333333
12.07,NEXO,Blue,11,25.0,0.44
12.07,NEXO,Red,14,25.0,0.56
12.07,UPL,Blue,6,9.0,0.6666666666666666
12.07,UPL,Red,3,9.0,0.3333333333333333
12.08,LAS,Blue,17,34.0,0.5
12.08,LAS,Red,17,34.0,0.5
12.08,LHE,Blue,8,15.0,0.5333333333333333
12.08,LHE,Red,7,15.0,0.4666666666666667
12.08,LMF,Blue,10,17.0,0.5882352941176471
12.08,LMF,Red,7,17.0,0.4117647058823529
12.08,MSI,Blue,43,80.0,0.5375
12.08,MSI,Red,37,80.0,0.4625
12.08,NEXO,Blue,4,15.0,0.26666666666666666
12.08,NEXO,Red,11,15.0,0.7333333333333333
12.08,VCS,Blue,9,20.0,0.45
12.08,VCS,Red,11,20.0,0.55
12.09,DDH,Blue,18,36.0,0.5
12.09,DDH,Red,18,36.0,0.5
12.09,EL,Blue,11,16.0,0.6875
12.09,EL,Red,5,16.0,0.3125
12.09,GL,Blue,11,18.0,0.6111111111111112
12.09,GL,Red,7,18.0,0.3888888888888889
12.09,GLL,Blue,5,8.0,0.625
12.09,GLL,Red,3,8.0,0.375
12.09,LAS,Blue,7,18.0,0.3888888888888889
12.09,LAS,Red,11,18.0,0.6111111111111112
12.09,LFL,Blue,7,10.0,0.7
12.09,LFL,Red,3,10.0,0.3
12.09,LFL2,Blue,3,10.0,0.3
12.09,LFL2,Red,7,10.0,0.7
12.09,LHE,Blue,17,30.0,0.5666666666666667
12.09,LHE,Red,13,30.0,0.43333333333333335
12.09,LMF,Blue,18,36.0,0.5
12.09,LMF,Red,18,36.0,0.5
12.09,LVP SL,Blue,4,10.0,0.4
12.09,LVP SL,Red,6,10.0,0.6
12.09,NEXO,Blue,11,17.0,0.6470588235294118
12.09,NEXO,Red,6,17.0,0.35294117647058826
12.09,NLC,Blue,8,10.0,0.8
12.09,NLC,Red,2,10.0,0.2
12.09,PGC,Blue,44,77.0,0.5714285714285714
12.09,PGC,Red,33,77.0,0.42857142857142855
12.09,PRM,Blue,6,10.0,0.6
12.09,PRM,Red,4,10.0,0.4
12.09,SL (LATAM),Blue,7,16.0,0.4375
12.09,SL (LATAM),Red,9,16.0,0.5625
12.09,UL,Blue,7,10.0,0.7
12.09,UL,Red,3,10.0,0.3
12.09,VL,Blue,10,20.0,0.5
12.09,VL,Red,10,20.0,0.5
12.1,CBLOL,Blue,6,10.0,0.6
12.1,CBLOL,Red,4,10.0,0.4
12.1,CBLOLA,Blue,7,10.0,0.7
12.1,CBLOLA,Red,3,10.0,0.3
12.1,DDH,Blue,10,20.0,0.5
12.1,DDH,Red,10,20.0,0.5
12.1,EBL,Blue,6,16.0,0.375
12.1,EBL,Red,10,16.0,0.625
12.1,EL,Blue,7,16.0,0.4375
12.1,EL,Red,9,16.0,0.5625
12.1,ESLOL,Blue,11,16.0,0.6875
12.1,ESLOL,Red,5,16.0,0.3125
12.1,GL,Blue,11,18.0,0.6111111111111112
12.1,GL,Red,7,18.0,0.3888888888888889
12.1,GLL,Blue,10,16.0,0.625
12.1,GLL,Red,6,16.0,0.375
12.1,HC,Blue,10,19.0,0.5263157894736842
12.1,HC,Red,9,19.0,0.47368421052631576
12.1,HM,Blue,8,12.0,0.6666666666666666
12.1,HM,Red,4,12.0,0.3333333333333333
12.1,LCK,Blue,10,22.0,0.45454545454545453
12.1,LCK,Red,12,22.0,0.5454545454545454
12.1,LCKC,Blue,7,20.0,0.35
12.1,LCKC,Red,13,20.0,0.65
12.1,LCO,Blue,11,16.0,0.6875
12.1,LCO,Red,5,16.0,0.3125
12.1,LCSA,Blue,14,30.0,0.4666666666666667
12.1,LCSA,Red,16,30.0,0.5333333333333333
12.1,LFL,Blue,13,20.0,0.65
12.1,LFL,Red,7,20.0,0.35
12.1,LFL2,Blue,10,20.0,0.5
